update,mean_loss,lr
1,0.14458427764475346,1.4285714285714285e-05
2,0.048728314228355885,2.857142857142857e-05
3,0.15879418305121362,4.2857142857142856e-05
4,0.5559933288022876,5.714285714285714e-05
5,0.018806869513355196,7.142857142857143e-05
6,0.06552786982501857,8.571428571428571e-05
7,0.006813012500060722,0.0001
8,0.2627971490728669,9.958847736625515e-05
9,0.010209008178208023,9.91769547325103e-05
10,0.028846787521615624,9.876543209876543e-05
11,0.11217111349105835,9.835390946502057e-05
12,0.32871033693663776,9.794238683127573e-05
13,0.0224416475975886,9.753086419753087e-05
14,0.003496303368592635,9.711934156378602e-05
15,0.07826492458116263,9.670781893004116e-05
16,0.3845459231524728,9.62962962962963e-05
17,0.0009090586536331102,9.588477366255144e-05
18,0.2215792232673266,9.547325102880659e-05
19,0.002350569353438914,9.506172839506173e-05
20,0.007292491267435253,9.465020576131688e-05
21,0.18670745567214908,9.423868312757202e-05
22,0.2895599967887392,9.382716049382717e-05
23,0.006390690752596129,9.341563786008231e-05
24,0.3030293954652734,9.300411522633746e-05
25,0.16792512471874943,9.25925925925926e-05
26,0.020616163266822696,9.218106995884775e-05
27,0.01085494112339802,9.176954732510289e-05
28,0.18142314559372608,9.135802469135802e-05
29,0.041415912099182606,9.094650205761317e-05
30,0.027246712881606072,9.053497942386831e-05
31,0.00663200722556212,9.012345679012346e-05
32,0.023872454010415822,8.97119341563786e-05
33,0.027909109776373953,8.930041152263375e-05
34,0.000585385896556545,8.888888888888889e-05
35,0.0137533514352981,8.847736625514404e-05
36,0.036147902472293936,8.806584362139918e-05
37,0.011068659332522657,8.765432098765433e-05
38,1.1716353577940026,8.724279835390947e-05
39,0.9157007047833758,8.683127572016462e-05
40,0.009661913820309564,8.641975308641975e-05
41,0.006281723384745419,8.60082304526749e-05
42,0.01610546902520582,8.559670781893004e-05
43,0.022382268507499248,8.518518518518518e-05
44,0.4863404310308397,8.477366255144033e-05
45,0.0501463491236791,8.436213991769549e-05
46,0.03237389214336872,8.395061728395062e-05
