update,mean_loss,lr
1,13.085744857788086,1.4285714285714285e-05
2,12.701572179794312,2.857142857142857e-05
3,12.383474826812744,4.2857142857142856e-05
4,12.745249509811401,5.714285714285714e-05
5,12.50061845779419,7.142857142857143e-05
6,13.106454610824585,8.571428571428571e-05
7,11.601915121078491,0.0001
8,11.729860067367554,9.958847736625515e-05
9,11.806394815444946,9.91769547325103e-05
10,10.397155523300171,9.876543209876543e-05
11,9.089728355407715,9.835390946502057e-05
12,8.763303518295288,9.794238683127573e-05
13,7.91156530380249,9.753086419753087e-05
14,7.51462185382843,9.711934156378602e-05
15,6.464373826980591,9.670781893004116e-05
16,5.811671018600464,9.62962962962963e-05
17,4.658422112464905,9.588477366255144e-05
18,4.619045972824097,9.547325102880659e-05
19,4.098546624183655,9.506172839506173e-05
20,3.5441707968711853,9.465020576131688e-05
21,2.972082793712616,9.423868312757202e-05
22,2.5358347296714783,9.382716049382717e-05
23,1.679874449968338,9.341563786008231e-05
24,1.3081985712051392,9.300411522633746e-05
25,1.1440053880214691,9.25925925925926e-05
26,0.6705090403556824,9.218106995884775e-05
27,0.6703258007764816,9.176954732510289e-05
28,0.4801008328795433,9.135802469135802e-05
29,0.5709979832172394,9.094650205761317e-05
30,0.48737216740846634,9.053497942386831e-05
31,0.5620925351977348,9.012345679012346e-05
32,0.32661522924900055,8.97119341563786e-05
33,0.3548946902155876,8.930041152263375e-05
34,0.5102892890572548,8.888888888888889e-05
35,0.45375169068574905,8.847736625514404e-05
36,0.4450058490037918,8.806584362139918e-05
37,0.403972290456295,8.765432098765433e-05
38,0.5534834191203117,8.724279835390947e-05
39,0.34558749198913574,8.683127572016462e-05
40,0.31645750254392624,8.641975308641975e-05
41,0.2723027765750885,8.60082304526749e-05
42,0.30193760618567467,8.559670781893004e-05
43,0.3146188147366047,8.518518518518518e-05
44,0.31748049706220627,8.477366255144033e-05
45,0.3774188496172428,8.436213991769549e-05
46,0.39014244452118874,8.395061728395062e-05
47,0.2920931540429592,8.353909465020576e-05
48,0.34965241327881813,8.312757201646091e-05
49,0.41891807317733765,8.271604938271605e-05
50,0.4742751866579056,8.23045267489712e-05
51,0.21695195883512497,8.189300411522634e-05
52,0.21435797959566116,8.148148148148148e-05
53,0.27962613478302956,8.106995884773662e-05
54,0.2914670407772064,8.065843621399177e-05
55,0.18146734684705734,8.024691358024692e-05
56,0.34865662455558777,7.983539094650207e-05
57,0.25892411917448044,7.942386831275721e-05
58,0.19919196516275406,7.901234567901235e-05
59,0.18566274270415306,7.860082304526749e-05
60,0.28167054057121277,7.818930041152264e-05
61,0.2797800935804844,7.777777777777778e-05
62,0.46083783358335495,7.736625514403293e-05
63,0.25874998420476913,7.695473251028807e-05
64,0.267033614218235,7.65432098765432e-05
65,0.25710657611489296,7.613168724279836e-05
66,0.28057805821299553,7.57201646090535e-05
67,0.28646641969680786,7.530864197530865e-05
68,0.32519103214144707,7.48971193415638e-05
69,0.21448956429958344,7.448559670781894e-05
70,0.3337632045149803,7.407407407407407e-05
71,0.23100151866674423,7.366255144032922e-05
72,0.266353003680706,7.325102880658436e-05
73,0.23223654553294182,7.283950617283951e-05
74,0.240865346044302,7.242798353909465e-05
75,0.30251287668943405,7.20164609053498e-05
76,0.1668408028781414,7.160493827160494e-05
77,0.27360735461115837,7.119341563786009e-05
78,0.2316133715212345,7.078189300411523e-05
79,0.29828571155667305,7.037037037037038e-05
80,0.23885073885321617,6.995884773662552e-05
81,0.2704996448010206,6.954732510288067e-05
82,0.22796602547168732,6.91358024691358e-05
83,0.21261689811944962,6.872427983539094e-05
84,0.2590557709336281,6.831275720164609e-05
85,0.2735682278871536,6.790123456790123e-05
86,0.20926860347390175,6.748971193415638e-05
87,0.32594143599271774,6.707818930041152e-05
88,0.3061879202723503,6.666666666666667e-05
89,0.3097400516271591,6.625514403292181e-05
90,0.2940124683082104,6.584362139917696e-05
91,0.22712558507919312,6.54320987654321e-05
92,0.4222399517893791,6.502057613168725e-05
93,0.15808051638305187,6.460905349794238e-05
94,0.16316108033061028,6.419753086419753e-05
95,0.21755418553948402,6.378600823045267e-05
96,0.17596447467803955,6.337448559670782e-05
97,0.17374616488814354,6.296296296296296e-05
98,0.22366630658507347,6.255144032921812e-05
99,0.185784962028265,6.213991769547325e-05
100,0.27914442121982574,6.17283950617284e-05
101,0.23655297607183456,6.131687242798354e-05
102,0.30783841386437416,6.0905349794238687e-05
103,0.3192020133137703,6.049382716049383e-05
104,0.20981469750404358,6.0082304526748977e-05
105,0.255790738388896,5.9670781893004115e-05
106,0.22081275284290314,5.925925925925926e-05
107,0.30022548139095306,5.8847736625514405e-05
108,0.2222449965775013,5.843621399176955e-05
109,0.2970060743391514,5.8024691358024695e-05
110,0.19270648807287216,5.761316872427984e-05
111,0.2522475868463516,5.720164609053498e-05
112,0.1311839148402214,5.679012345679012e-05
113,0.25075470097362995,5.637860082304527e-05
114,0.28334084525704384,5.596707818930041e-05
115,0.19297120347619057,5.555555555555556e-05
116,0.26938121765851974,5.51440329218107e-05
117,0.26221789233386517,5.473251028806584e-05
118,0.2301345355808735,5.4320987654320986e-05
119,0.27566051855683327,5.390946502057613e-05
120,0.28403807431459427,5.3497942386831277e-05
121,0.19188092090189457,5.308641975308642e-05
