id,split,group_id,question_type
train_0027.jpg,train,g_train_0027.jpg,text_other
train_0057.jpg,train,g_train_0057.jpg,price
train_0078.jpg,train,g_train_0078.jpg,text_other
train_0085.jpg,train,g_train_0085.jpg,text_other
train_0094.jpg,train,g_train_0094.jpg,position
train_0110.jpg,train,g_train_0110.jpg,price
train_0111.jpg,train,g_train_0111.jpg,text_other
train_0114.jpg,train,g_train_0114.jpg,text_other
train_0123.jpg,train,g_train_0123.jpg,text_other
train_0128.jpg,train,g_train_0128.jpg,text_other
train_0145.jpg,train,g_train_0145.jpg,text_other
train_0148.jpg,train,g_train_0148.jpg,text_other
train_0150.jpg,train,g_train_0150.jpg,position
train_0152.jpg,train,g_train_0152.jpg,text_other
train_0155.jpg,train,g_train_0155.jpg,position
train_0156.jpg,train,g_train_0156.jpg,number
train_0182.jpg,train,g_train_0182.jpg,text_other
train_0183.jpg,train,g_train_0183.jpg,position
train_0186.jpg,train,g_train_0186.jpg,text_other
train_0188.jpg,train,g_train_0188.jpg,text_other
train_0196.jpg,train,g_train_0196.jpg,price
train_0197.jpg,train,g_train_0197.jpg,text_other
train_0202.jpg,train,g_train_0202.jpg,text_other
train_0208.jpg,train,g_train_0208.jpg,text_other
train_0216.jpg,train,g_train_0216.jpg,text_other
train_0220.jpg,train,g_train_0220.jpg,text_other
train_0223.jpg,train,g_train_0223.jpg,number
train_0225.jpg,train,g_train_0225.jpg,text_other
train_0233.jpg,train,g_train_0233.jpg,number
train_0234.jpg,train,g_train_0234.jpg,text_other
train_0247.jpg,train,g_train_0247.jpg,price
train_0252.jpg,train,g_train_0252.jpg,number
train_0275.jpg,train,g_train_0275.jpg,price
train_0286.jpg,train,g_train_0286.jpg,negation
train_0304.jpg,train,g_train_0304.jpg,number
train_0307.jpg,train,g_train_0307.jpg,price
train_0335.jpg,train,g_train_0335.jpg,price
train_0336.jpg,train,g_train_0336.jpg,text_other
train_0353.jpg,train,g_train_0353.jpg,number
train_0355.jpg,train,g_train_0355.jpg,text_other
train_0365.jpg,train,g_train_0365.jpg,negation
train_0367.jpg,train,g_train_0367.jpg,text_other
train_0400.jpg,train,g_train_0400.jpg,text_other
train_0411.jpg,train,g_train_0411.jpg,text_other
train_0413.jpg,train,g_train_0413.jpg,number
train_0415.jpg,train,g_train_0415.jpg,number
train_0442.jpg,train,g_train_0442.jpg,text_other
train_0451.jpg,train,g_train_0451.jpg,text_other
train_0456.jpg,train,g_train_0456.jpg,price
train_0459.jpg,train,g_train_0459.jpg,text_other
train_0463.jpg,train,g_train_0463.jpg,text_other
train_0467.jpg,train,g_train_0467.jpg,text_other
train_0468.jpg,train,g_train_0468.jpg,text_other
train_0470.jpg,train,g_train_0470.jpg,number
