id,position,token_id,token,supervised
train_0027.jpg,0,248045,<|im_start|>,False
train_0027.jpg,1,8678,system,False
train_0027.jpg,2,198,Ċ,False
train_0027.jpg,3,2523,You,False
train_0027.jpg,4,513,Ġare,False
train_0027.jpg,5,264,Ġa,False
train_0027.jpg,6,10631,Ġhelpful,False
train_0027.jpg,7,8851,Ġvisual,False
train_0027.jpg,8,3296,Ġquestion,False
train_0027.jpg,9,34579,Ġanswering,False
train_0027.jpg,10,17313,Ġassistant,False
train_0027.jpg,11,13,.,False
train_0027.jpg,12,21134,ĠAnswer,False
train_0027.jpg,13,1608,Ġusing,False
train_0027.jpg,14,6681,Ġexactly,False
train_0027.jpg,15,799,Ġone,False
train_0027.jpg,16,6321,Ġletter,False
train_0027.jpg,17,4082,Ġamong,False
train_0027.jpg,18,264,Ġa,False
train_0027.jpg,19,11,",",False
train_0027.jpg,20,292,Ġb,False
train_0027.jpg,21,11,",",False
train_0027.jpg,22,272,Ġc,False
train_0027.jpg,23,11,",",False
train_0027.jpg,24,466,Ġor,False
train_0027.jpg,25,293,Ġd,False
train_0027.jpg,26,13,.,False
train_0027.jpg,27,2233,ĠNo,False
train_0027.jpg,28,15673,Ġexplanation,False
train_0027.jpg,29,13,.,False
train_0027.jpg,30,248046,<|im_end|>,False
train_0027.jpg,31,198,Ċ,False
train_0027.jpg,32,248045,<|im_start|>,False
train_0027.jpg,33,846,user,False
train_0027.jpg,34,198,Ċ,False
train_0027.jpg,35,248053,<|vision_start|>,False
train_0027.jpg,36,248056,<|image_pad|>,False
train_0027.jpg,37,248056,<|image_pad|>,False
train_0027.jpg,38,248056,<|image_pad|>,False
train_0027.jpg,39,248056,<|image_pad|>,False
train_0027.jpg,40,248056,<|image_pad|>,False
train_0027.jpg,41,248056,<|image_pad|>,False
train_0027.jpg,42,248056,<|image_pad|>,False
train_0027.jpg,43,248056,<|image_pad|>,False
train_0027.jpg,44,248056,<|image_pad|>,False
train_0027.jpg,45,248056,<|image_pad|>,False
train_0027.jpg,46,248056,<|image_pad|>,False
train_0027.jpg,47,248056,<|image_pad|>,False
train_0027.jpg,48,248056,<|image_pad|>,False
train_0027.jpg,49,248056,<|image_pad|>,False
train_0027.jpg,50,248056,<|image_pad|>,False
train_0027.jpg,51,248056,<|image_pad|>,False
train_0027.jpg,52,248056,<|image_pad|>,False
train_0027.jpg,53,248056,<|image_pad|>,False
train_0027.jpg,54,248056,<|image_pad|>,False
train_0027.jpg,55,248056,<|image_pad|>,False
train_0027.jpg,56,248056,<|image_pad|>,False
train_0027.jpg,57,248056,<|image_pad|>,False
train_0027.jpg,58,248056,<|image_pad|>,False
