id,position,token_id,token,supervised
train_0001.jpg,0,248045,<|im_start|>,False
train_0001.jpg,1,8678,system,False
train_0001.jpg,2,198,Ċ,False
train_0001.jpg,3,2523,You,False
train_0001.jpg,4,513,Ġare,False
train_0001.jpg,5,264,Ġa,False
train_0001.jpg,6,10631,Ġhelpful,False
train_0001.jpg,7,8851,Ġvisual,False
train_0001.jpg,8,3296,Ġquestion,False
train_0001.jpg,9,34579,Ġanswering,False
train_0001.jpg,10,17313,Ġassistant,False
train_0001.jpg,11,13,.,False
train_0001.jpg,12,21134,ĠAnswer,False
train_0001.jpg,13,1608,Ġusing,False
train_0001.jpg,14,6681,Ġexactly,False
train_0001.jpg,15,799,Ġone,False
train_0001.jpg,16,6321,Ġletter,False
train_0001.jpg,17,4082,Ġamong,False
train_0001.jpg,18,264,Ġa,False
train_0001.jpg,19,11,",",False
train_0001.jpg,20,292,Ġb,False
train_0001.jpg,21,11,",",False
train_0001.jpg,22,272,Ġc,False
train_0001.jpg,23,11,",",False
train_0001.jpg,24,466,Ġor,False
train_0001.jpg,25,293,Ġd,False
train_0001.jpg,26,13,.,False
train_0001.jpg,27,2233,ĠNo,False
train_0001.jpg,28,15673,Ġexplanation,False
train_0001.jpg,29,13,.,False
train_0001.jpg,30,248046,<|im_end|>,False
train_0001.jpg,31,198,Ċ,False
train_0001.jpg,32,248045,<|im_start|>,False
train_0001.jpg,33,846,user,False
train_0001.jpg,34,198,Ċ,False
train_0001.jpg,35,248053,<|vision_start|>,False
train_0001.jpg,36,248056,<|image_pad|>,False
train_0001.jpg,37,248056,<|image_pad|>,False
train_0001.jpg,38,248056,<|image_pad|>,False
train_0001.jpg,39,248056,<|image_pad|>,False
train_0001.jpg,40,248056,<|image_pad|>,False
train_0001.jpg,41,248056,<|image_pad|>,False
train_0001.jpg,42,248056,<|image_pad|>,False
train_0001.jpg,43,248056,<|image_pad|>,False
train_0001.jpg,44,248056,<|image_pad|>,False
train_0001.jpg,45,248056,<|image_pad|>,False
train_0001.jpg,46,248056,<|image_pad|>,False
train_0001.jpg,47,248056,<|image_pad|>,False
train_0001.jpg,48,248056,<|image_pad|>,False
train_0001.jpg,49,248056,<|image_pad|>,False
train_0001.jpg,50,248056,<|image_pad|>,False
train_0001.jpg,51,248056,<|image_pad|>,False
train_0001.jpg,52,248056,<|image_pad|>,False
train_0001.jpg,53,248056,<|image_pad|>,False
train_0001.jpg,54,248056,<|image_pad|>,False
train_0001.jpg,55,248056,<|image_pad|>,False
train_0001.jpg,56,248056,<|image_pad|>,False
train_0001.jpg,57,248056,<|image_pad|>,False
train_0001.jpg,58,248056,<|image_pad|>,False
train_0001.jpg,59,248056,<|image_pad|>,False
train_0001.jpg,60,248056,<|image_pad|>,False
train_0001.jpg,61,248056,<|image_pad|>,False
train_0001.jpg,62,248056,<|image_pad|>,False
train_0001.jpg,63,248056,<|image_pad|>,False
train_0001.jpg,64,248056,<|image_pad|>,False
train_0001.jpg,65,248056,<|image_pad|>,False
train_0001.jpg,66,248056,<|image_pad|>,False
train_0001.jpg,67,248056,<|image_pad|>,False
train_0001.jpg,68,248056,<|image_pad|>,False
train_0001.jpg,69,248056,<|image_pad|>,False
train_0001.jpg,70,248056,<|image_pad|>,False
train_0001.jpg,71,248056,<|image_pad|>,False
train_0001.jpg,72,248056,<|image_pad|>,False
train_0001.jpg,73,248056,<|image_pad|>,False
train_0001.jpg,74,248056,<|image_pad|>,False
train_0001.jpg,75,248056,<|image_pad|>,False
train_0001.jpg,76,248056,<|image_pad|>,False
train_0001.jpg,77,248056,<|image_pad|>,False
train_0001.jpg,78,248056,<|image_pad|>,False
train_0001.jpg,79,248056,<|image_pad|>,False
train_0001.jpg,80,248056,<|image_pad|>,False
train_0001.jpg,81,248056,<|image_pad|>,False
train_0001.jpg,82,248056,<|image_pad|>,False
train_0001.jpg,83,248056,<|image_pad|>,False
train_0001.jpg,84,248056,<|image_pad|>,False
train_0001.jpg,85,248056,<|image_pad|>,False
train_0001.jpg,86,248056,<|image_pad|>,False
train_0001.jpg,87,248056,<|image_pad|>,False
train_0001.jpg,88,248056,<|image_pad|>,False
train_0001.jpg,89,248056,<|image_pad|>,False
train_0001.jpg,90,248056,<|image_pad|>,False
train_0001.jpg,91,248056,<|image_pad|>,False
train_0001.jpg,92,248056,<|image_pad|>,False
train_0001.jpg,93,248056,<|image_pad|>,False
train_0001.jpg,94,248056,<|image_pad|>,False
train_0001.jpg,95,248056,<|image_pad|>,False
train_0001.jpg,96,248056,<|image_pad|>,False
train_0001.jpg,97,248056,<|image_pad|>,False
train_0001.jpg,98,248056,<|image_pad|>,False
train_0001.jpg,99,248056,<|image_pad|>,False
train_0001.jpg,100,248056,<|image_pad|>,False
train_0001.jpg,101,248056,<|image_pad|>,False
train_0001.jpg,102,248056,<|image_pad|>,False
train_0001.jpg,103,248056,<|image_pad|>,False
train_0001.jpg,104,248056,<|image_pad|>,False
train_0001.jpg,105,248056,<|image_pad|>,False
train_0001.jpg,106,248056,<|image_pad|>,False
train_0001.jpg,107,248056,<|image_pad|>,False
train_0001.jpg,108,248056,<|image_pad|>,False
train_0001.jpg,109,248056,<|image_pad|>,False
train_0001.jpg,110,248056,<|image_pad|>,False
train_0001.jpg,111,248056,<|image_pad|>,False
train_0001.jpg,112,248056,<|image_pad|>,False
train_0001.jpg,113,248056,<|image_pad|>,False
train_0001.jpg,114,248056,<|image_pad|>,False
train_0001.jpg,115,248056,<|image_pad|>,False
train_0001.jpg,116,248056,<|image_pad|>,False
train_0001.jpg,117,248056,<|image_pad|>,False
